,player_id,player_name,team,age,country,avg_rating,height_cm,position,weight_kg
1810,141154,Théo Pellenard,Bordeaux,24,fr,6.5,184,D(L),78
1811,6508,Jaroslav Plasil,Bordeaux,36,cz,6.47,184,M(C),71
1812,279520,Jonathan Cafú,Bordeaux,27,br,6.42,173,"AM(R),FW",65
1813,141755,Igor Lewczuk,Bordeaux,33,pl,6.37,189,D(C),88
1814,300715,Valentín Vada,Bordeaux,22,ar,6.37,175,M(C),71
1815,348662,Olivier Verdon,Bordeaux,22,,6.11,190,Defender,85
1816,330832,Zaydou Youssouf,Bordeaux,19,fr,6.09,182,Midfielder,81
1817,144236,Jerome Prior,Bordeaux,22,fr,6.08,187,GK,86
1818,349333,Ervin Taha,Bordeaux,19,fr,6.03,0,Forward,0
1819,141156,Thomas Touré,Bordeaux,24,ci,5.99,175,"AM(CLR),FW",73
1820,346771,Thomas Carrique,Bordeaux,19,fr,5.97,0,Defender,0
1821,11367,Mathieu Debuchy,Saint-Etienne,32,fr,7.53,176,D(CR),76
1822,85693,Rémy Cabella,Saint-Etienne,28,fr,7.34,171,M(CLR),68
1823,35249,Jessy Moulin,Saint-Etienne,32,fr,7.3,185,GK,88
1824,25482,Neven Subotic,Saint-Etienne,29,rs,7.06,193,D(C),85
1825,13436,Loic Perrin,Saint-Etienne,32,fr,7.02,181,D(C),80
1826,33886,Yann M'Vila,Saint-Etienne,28,fr,6.93,182,M(C),80
1827,241019,Jonathan Bamba,Saint-Etienne,22,fr,6.93,175,"AM(LR),FW",72
1828,99537,Ole Selnaes,Saint-Etienne,24,no,6.89,187,DMC,77
1829,86820,Bryan Dabo,Saint-Etienne,26,fr,6.83,187,"D(R),M(CR)",75
1830,69499,Robert Beric,Saint-Etienne,27,si,6.77,188,FW,83
1831,78023,Romain Hamouma,Saint-Etienne,31,fr,6.76,178,"M(CLR),FW",76
1832,25608,Stéphane Ruffier,Saint-Etienne,31,fr,6.75,188,GK,93
1833,86684,Gabriel Silva,Saint-Etienne,27,br,6.75,179,"D(L),M(L)",75
1834,90061,Vincent Pajot,Saint-Etienne,27,fr,6.72,180,M(C),68
1835,69807,Kévin Théophile-Catherine,Saint-Etienne,28,fr,6.71,183,D(CLR),84
1836,323211,Habib Maïga,Saint-Etienne,22,ci,6.67,181,DMC,78
1837,261441,Saidy Janko,Saint-Etienne,22,ch,6.62,181,"D(R),M(R)",83
1838,101958,Hernani,Saint-Etienne,24,br,6.6,188,M(C),77
1839,115869,Oussama Tannane,Saint-Etienne,24,ma,6.55,177,"AM(LR),FW",80
1840,86838,Léo Lacroix,Saint-Etienne,26,ch,6.52,197,D(C),92
1841,300608,Ronael Pierre Gabriel,Saint-Etienne,20,fr,6.51,177,D(LR),76
1842,23094,Kévin Monnet-Paquet,Saint-Etienne,29,fr,6.47,184,"M(CLR),FW",81
1843,93307,Paul-Georges Ntep,Saint-Etienne,25,fr,6.45,180,"AM(L),FW",75
1844,260588,Assane Dioussé,Saint-Etienne,20,sn,6.35,175,DMC,68
1845,232587,Lois Diony,Saint-Etienne,25,fr,6.28,183,FW,82
1846,29594,Cheikh M'Bengue,Saint-Etienne,29,sn,6.26,182,"D(L),M(L)",79
1847,82348,Florentin Pogba,Saint-Etienne,27,gn,6.11,189,D(CL),93
1848,20682,Alexander Søderlund,Saint-Etienne,30,no,6.09,187,FW,86
1849,328446,Rayan Souici,Saint-Etienne,20,fr,6.03,0,Midfielder,0
1850,349147,Vágner,Saint-Etienne,22,cv,5.96,169,Midfielder,67
1851,33799,Mario Balotelli,Nice,27,it,7.24,189,FW,88
1852,135891,Allan Saint-Maximin,Nice,21,fr,7.15,173,"AM(CLR),FW",67
1853,108585,Alassane Plea,Nice,25,fr,7.14,181,"AM(LR),FW",79
1854,301243,Pierre Lees-Melou,Nice,25,fr,7.05,185,AM(CLR),69
1855,147810,Racine Coly,Nice,22,sn,6.98,185,D(L),70
1856,80465,Arnaud Souquet,Nice,26,fr,6.95,179,D(CR),73
1857,136262,Jean Michael Seri,Nice,26,ci,6.92,168,M(C),65
1858,124721,Adrien Tameze,Nice,24,fr,6.91,180,DMC,78
1859,236523,Maxime Le Marchand,Nice,28,fr,6.85,185,D(CL),77
1860,329246,Patrick Burner,Nice,22,fr,6.8,170,D(R),65
1861,93721,Valentin Eysseric,Nice,26,fr,6.74,181,AM(CLR),73
1862,6683,Dante,Nice,34,br,6.71,188,D(C),89
1863,4923,Wesley Sneijder,Nice,34,nl,6.67,171,AM(CL),67
1864,14240,Christophe Jallet,Nice,34,fr,6.65,178,D(LR),70
1865,125326,Remi Walter,Nice,23,fr,6.64,174,M(CR),73
1866,123873,Wylan Cyprien,Nice,23,fr,6.63,180,AM(C),75
1867,130304,Walter Benítez,Nice,25,ar,6.6,191,GK,91
1868,322747,Malang Sarr,Nice,19,fr,6.59,182,D(CL),73
1869,236515,Arnaud Lusamba,Nice,21,fr,6.59,180,Midfielder,61
1870,131382,Marlon Santos,Nice,22,br,6.56,182,D(C),80
1871,238921,Vincent Koziello,Nice,22,fr,6.43,168,DMC,58
1872,333437,Bassem Srarfi,Nice,21,tn,6.41,176,AM(R),71
1873,300634,Jean-Victor Makengo,Nice,20,fr,6.4,177,M(C),75
1874,318485,Ihsan Sacko,Nice,20,fr,6.31,183,AM(L),70
1875,90278,Nampalys Mendy,Nice,26,fr,6.27,167,M(C),73
1876,140569,Yoan Cardinale,Nice,24,fr,6.24,181,GK,84
1877,344645,Ignatius Ganago,Nice,19,,6.2,176,Forward,76
1878,342545,Hicham Mahou,Nice,19,,6.12,177,Midfielder,64
1879,236520,Mickael Le Bihan,Nice,28,fr,6.07,184,Forward,80
1880,322749,Vincent Marcel,Nice,21,fr,6.05,180,Midfielder,65
1881,331466,Romain Perraud,Nice,20,fr,6.0,173,Defender,68
1882,343298,David Alcibiade,Nantes,26,fr,7.38,174,Defender,72
1883,288891,Enock Kwateng,Nantes,21,fr,7.35,183,Defender,75
1884,254256,Anthony Walongwa,Nantes,24,fr,7.14,182,D(C),81
1885,146724,Léo Dubois,Nantes,23,fr,7.12,178,D(LR),65
1886,102212,Lima,Nantes,26,br,7.05,178,"D(L),M(L)",72
1887,134984,Diego Carlos,Nantes,25,br,6.95,185,D(C),79
1888,128880,Abdoulaye Touré,Nantes,24,fr,6.94,186,DMC,88
1889,109835,Koffi Djidji,Nantes,25,ci,6.83,184,D(CL),71
1890,231144,Valentin Rongier,Nantes,23,fr,6.75,172,M(C),70
1891,105025,Emiliano Sala,Nantes,27,ar,6.74,187,FW,75
1892,290842,Chidozie Awaziem,Nantes,21,ng,6.7,189,D(C),78
1893,32676,Ciprian Tatarusanu,Nantes,32,ro,6.7,196,GK,86
1894,279380,Andrei Girotto,Nantes,26,br,6.69,185,DMC,77
1895,113747,Adrien Thomasson,Nantes,24,fr,6.69,177,M(CLR),72
1896,73948,Rene Krhin,Nantes,28,si,6.68,189,DMC,80
1897,84899,Nicolas Pallois,Nantes,30,,6.65,189,D(C),89
1898,107555,Kalifa Coulibaly,Nantes,26,ml,6.58,197,FW,84
1899,342571,Samuel Moutoussamy,Nantes,21,fr,6.56,176,Midfielder,61
1900,71660,Yassine El Ghanassy,Nantes,28,ma,6.5,173,M(R),73
1901,30526,Prejuce Nakoulma,Nantes,31,bf,6.45,178,"AM(LR),FW",72
1902,347859,Santy Ngom,Nantes,25,fr,6.42,180,Forward,77
1903,343299,Najib Gandi,Nantes,24,fr,6.4,188,Midfielder,0
1904,231145,Yacine Bammou,Nantes,26,ma,6.4,188,"AM(CLR),FW",78
1905,248114,Jules Iloki,Nantes,26,fr,6.37,172,AM(R),69
1906,90347,Kolbeinn Sigthorsson,Nantes,28,is,6.32,186,FW,84
1907,106518,Alexander Kacaniklic,Nantes,26,se,6.3,181,AM(CLR),72
1908,141392,Joris Kayembe,Nantes,23,be,6.17,182,Midfielder,72
1909,101363,Maxime Dupé,Nantes,25,fr,6.1,186,GK,87
1910,22286,Guillaume Gillet,Nantes,34,be,6.0,186,"D(R),M(CR)",79
1911,108511,Mariusz Stepinski,Nantes,23,pl,6.0,183,FW,72
1912,299077,Nordi Mukiele,Montpellier,20,fr,7.2,186,"D(CR),M(R)",78
1913,238903,Ellyes Skhiri,Montpellier,23,tn,7.13,185,DMC,73
1914,97145,Jérôme Roussillon,Montpellier,25,fr,7.11,175,"D(L),M(L)",80
1915,236546,Ruben Aguilar,Montpellier,25,fr,7.08,172,"D(R),M(R)",71
1916,6743,Hilton,Montpellier,40,br,6.96,180,D(C),78
1917,179014,Ambroise Oyongo,Montpellier,27,cm,6.92,176,"D(LR),M(L)",69
1918,67474,Pedro Mendes,Montpellier,27,pt,6.9,186,D(CR),78
1919,67425,Paul Lasne,Montpellier,29,fr,6.88,186,M(CLR),77
1920,13343,Daniel Congré,Montpellier,33,fr,6.86,185,D(CLR),80
1921,89928,Benjamin Lecomte,Montpellier,27,fr,6.78,186,GK,78
1922,243069,Junior Sambia,Montpellier,21,fr,6.77,185,AM(C),73
1923,27976,Giovanni Sio,Montpellier,29,ci,6.76,180,FW,80
1924,342540,Nicolas Cozza,Montpellier,19,fr,6.64,178,Defender,72
1925,14061,Stéphane Sessegnon,Montpellier,34,bj,6.58,172,M(CLR),72
1926,125457,Keagan Dolly,Montpellier,25,za,6.58,170,AM(CL),70
1927,322094,Jonathan Ikone,Montpellier,20,fr,6.58,175,AM(CLR),67
1928,87278,Facundo Píriz,Montpellier,28,uy,6.51,187,DMC,81
1929,231152,Jérémie Porsan-Clemente,Montpellier,20,fr,6.49,179,Forward,69
1930,296317,Isaac Mbenza,Montpellier,22,be,6.42,187,"AM(R),FW",77
1931,326460,Morgan Poaty,Montpellier,21,fr,6.37,177,Defender,73
1932,2794,Souleymane Camara,Montpellier,35,sn,6.33,174,"M(R),FW",75
1933,90124,Kévin Berigaud,Montpellier,30,fr,6.3,176,"M(CLR),FW",72
1934,298542,Casimir Ninga,Montpellier,25,td,6.24,186,"AM(L),FW",81
1935,296226,Naim Sliti,Dijon,25,tn,7.31,173,AM(CL),76
1936,119779,Júlio Tavares,Dijon,29,cv,7.22,187,"AM(R),FW",84
1937,83456,Papy Djilobodji,Dijon,29,sn,6.97,193,D(C),82
1938,105028,Baptiste Reynet,Dijon,27,fr,6.86,185,GK,85
1939,70253,Romain Amalfitano,Dijon,28,fr,6.84,175,"DMC,M(R)",72
1940,3793,Cedric Varrault,Dijon,38,fr,6.81,182,D(C),76
1941,127274,Kwon Chang-Hoon,Dijon,24,kr,6.79,174,AM(R),66
1942,129819,Wesley Said,Dijon,23,fr,6.79,171,"AM(LR),FW",65
1943,329409,Xeka,Dijon,23,pt,6.78,185,M(C),80
1944,236500,Fouad Chafik,Dijon,31,ma,6.77,183,"D(R),M(R)",72
1945,319388,Valentin Rosier,Dijon,21,fr,6.74,175,D(LR),70
1946,248098,Cédric Yambéré,Dijon,27,fr,6.58,191,"D(C),DMC",81
1947,90117,Wesley Lautoa,Dijon,30,fr,6.56,182,"D(C),DMC",87
1948,42577,Frederic Sammaritano,Dijon,32,fr,6.51,162,AM(LR),65
1949,89935,Benjamin Jeannot,Dijon,26,fr,6.51,183,FW,76
1950,275605,Oussama Haddadi,Dijon,26,tn,6.5,184,D(L),85
1951,109526,Mehdi Abeid,Dijon,25,dz,6.45,178,DMC,77
1952,356704,Enzo Loiodice,Dijon,17,fr,6.45,176,Midfielder,60
1953,236559,Jordan Marié,Dijon,26,fr,6.42,177,DMC,71
1954,9017,Florent Balmont,Dijon,38,fr,6.31,168,DMC,72
1955,234359,Arnold Bouka Moutou,Dijon,29,cg,6.31,176,"D(L),M(L)",72
1956,322431,Eden Massouema,Dijon,21,fr,6.22,184,Midfielder,75
1957,42359,Vincent Rüfli,Dijon,30,ch,6.11,180,D(LR),76
1958,356703,Adrian Sahibeddine,Dijon,23,,6.07,0,Midfielder,0
1959,256225,Dylan Bahamboula,Dijon,23,fr,6.05,185,Midfielder,64
1960,117962,Ádám Lang,Dijon,25,hu,5.79,188,D(CR),83
1961,79562,Clément Grenier,Guingamp,27,fr,7.16,186,M(CL),72
1962,29998,Jonathan Pereira,Guingamp,32,fr,7.03,182,D(R),78
1963,72757,Yannis Salibur,Guingamp,27,fr,6.94,177,"AM(CLR),FW",76
1964,104235,Christophe Kerbrat,Guingamp,31,fr,6.9,185,D(C),74
1965,58722,Moustapha Diallo,Guingamp,32,sn,6.86,192,M(C),78
1966,93147,Nicolas Benezet,Guingamp,27,fr,6.83,170,AM(CLR),65
1967,6890,Jimmy Briand,Guingamp,32,fr,6.79,181,"M(LR),FW",84
1968,296322,Marcus Thuram,Guingamp,20,fr,6.74,192,"AM(L),FW",88
1969,342544,Felix Eboa Eboa,Guingamp,21,,6.73,186,D(C),80
1970,236516,Jordan Ikoko,Guingamp,24,cd,6.73,177,D(LR),76
1971,322636,Pedro Rebocho,Guingamp,23,pt,6.73,170,D(L),74
1972,35562,Lucas Deaux,Guingamp,29,fr,6.73,188,"D(C),DMC",82
1973,43912,Karl-Johan Johnsson,Guingamp,28,se,6.68,189,GK,84
1974,23906,Jérémy Sorbon,Guingamp,34,fr,6.68,183,D(C),79
1975,66296,Franck Tabanou,Guingamp,29,fr,6.67,178,"D(L),M(L)",77
1976,6776,Étienne Didot,Guingamp,34,fr,6.66,176,M(C),70
1977,299562,Ludovic Blas,Guingamp,20,fr,6.53,180,M(CLR),73
1978,75495,Abdoul Camara,Guingamp,28,gn,6.51,178,AM(LR),70
1979,256539,Marcus Coco,Guingamp,22,fr,6.49,184,"AM(LR),FW",78
1980,342543,Lebogang Phiri,Guingamp,23,za,6.45,173,DMC,63
1981,80516,Yeni N'Gbakoto,Guingamp,26,cd,6.33,173,AM(CLR),69
1982,10427,Thibault Giresse,Guingamp,37,fr,6.05,172,AM(CL),69
1983,33862,Sloan Privat,Guingamp,28,fr,6.0,187,FW,88
1984,342524,Jean-Christophe Bouet,Amiens,34,fr,7.69,184,Goalkeeper,82
1985,321389,Tanguy NDombele,Amiens,21,fr,7.43,181,DMC,76
1986,70291,Gaël Kakuta,Amiens,27,cd,7.12,173,M(CLR),64
1987,248278,Bakaye Dibassy,Amiens,28,ml,7.02,183,D(CL),74
1988,100869,Thomas Monconduit,Amiens,27,fr,6.94,184,DMC,83
1989,90132,Danilo Avelar,Amiens,29,br,6.92,185,"D(L),M(L)",76
1990,279539,John Stiven Mendoza,Amiens,26,co,6.92,172,AM(CLR),70
1991,32167,Régis Gurtner,Amiens,31,fr,6.9,182,GK,82
1992,128251,Khaled Adénon,Amiens,32,bj,6.79,180,D(C),72
1993,101870,Prince,Amiens,24,fr,6.78,186,D(C),81
1994,100292,Issa Cissokho,Amiens,33,sn,6.77,173,"D(LR),M(R)",73
1995,247801,Oualid El Hajjam,Amiens,27,fr,6.77,181,D(R),73
1996,139838,Bongani Zungu,Amiens,25,za,6.69,184,DMC,76
1997,120755,Moussa Konaté,Amiens,25,sn,6.64,181,"AM(R),FW",78
1998,234353,Jean-Luc Dompé,Amiens,22,fr,6.58,170,Forward,65
1999,67180,Lacina Traoré,Amiens,28,ci,6.56,203,FW,87
2000,261211,Quentin Cornette,Amiens,24,fr,6.52,172,AM(R),75
2001,232576,Harrison Manzala,Amiens,24,fr,6.5,177,AM(L),71
2002,34228,Emmanuel Bourgaud,Amiens,30,fr,6.48,178,Midfielder,77
2003,12364,Julien Ielsch,Amiens,35,fr,6.48,173,Defender,72
2004,19530,Serge Gakpé,Amiens,31,tg,6.45,177,"AM(LR),FW",79
2005,124785,Guy N'Gosso,Amiens,33,cm,6.44,185,DMC,82
2006,256056,Guessouma Fofana,Amiens,25,fr,6.29,184,DMC,78
2007,298924,Bachibou Koita,Amiens,24,fr,6.22,180,Forward,77
2008,15994,Sekou Baradji,Amiens,34,fr,6.18,185,Midfielder,77
2009,6476,Mathieu Bodmer,Amiens,35,fr,6.17,190,"D(C),M(C)",90
2010,142410,Nathan,Amiens,22,br,5.97,178,AM(CL),71
2011,115833,Georges Gope-Fenepej,Amiens,29,nc,5.94,182,Forward,74
2012,104234,Charly Charrier,Amiens,32,fr,5.94,181,Midfielder,79
2013,342525,Brighton Labeau,Amiens,22,fr,5.85,181,Forward,0
2014,296241,Flavien Tait,Angers,25,fr,7.02,175,AM(CLR),70
2015,236504,Karl Toko Ekambi,Angers,25,cm,6.96,183,"AM(L),FW",70
2016,34212,Thomas Mangani,Angers,31,fr,6.88,183,M(C),79
2017,69859,Yoann Andreu,Angers,29,fr,6.87,178,D(LR),70
2018,128361,Pierrick Capelle,Angers,31,fr,6.8,181,"D(L),M(CLR)",73
2019,277239,Jeff Reine-Adélaïde,Angers,20,fr,6.78,183,M(R),75
2020,27356,Ismael Traoré,Angers,31,ci,6.72,184,D(CR),87
2021,234365,Vincent Manceau,Angers,29,fr,6.69,176,D(LR),70
2022,69683,Mateo Pavlovic,Angers,28,hr,6.68,196,D(C),94
2023,232577,Romain Thomas,Angers,30,fr,6.66,193,D(C),84
2024,296316,Angelo Fulgini,Angers,21,fr,6.59,183,M(CR),71
2025,236558,Baptiste Santamaría,Angers,23,fr,6.59,183,DMC,73
2026,296247,Mehdi Tahrat,Angers,28,dz,6.58,193,DMC,84
2027,6740,Ludovic Butelle,Angers,35,es,6.52,188,GK,84
2028,33223,Prince Oniangué,Angers,29,cg,6.48,188,M(C),79
2029,288894,Lassana Coulibaly,Angers,22,ml,6.46,175,M(C),75
2030,92531,Abdoulaye Bamba,Angers,28,ci,6.4,182,D(LR),72
2031,142017,Enzo Crivelli,Angers,23,fr,6.4,184,FW,79
2032,80450,Loïc Puyo,Angers,29,fr,6.35,182,AM(L),77
2033,236557,Billy Ketkeophomphone,Angers,28,fr,6.29,180,"AM(LR),FW",71
2034,82232,Gilles Sunu,Angers,27,fr,6.23,181,"AM(LR),FW",83
2035,234358,Alexandre Letellier,Angers,27,fr,6.22,193,GK,87
2036,128564,Baptiste Guillaume,Angers,23,be,6.21,189,FW,77
2037,141156,Thomas Touré,Angers,24,ci,6.17,175,"AM(CLR),FW",73
2038,234366,Mathieu Michel,Angers,26,fr,6.15,189,GK,84
2039,135867,Saliou Ciss,Angers,29,sn,6.11,175,D(CL),70
2040,344697,Wilfried Kanga,Angers,20,fr,6.03,185,Forward,76
2041,137720,Dimitri Lienard,Strasbourg,30,fr,7.17,184,AM(C),77
2042,105151,Kenny Lala,Strasbourg,26,fr,6.96,178,D(LR),78
2043,139111,Jean Eudes Aholou,Strasbourg,24,ci,6.9,186,DMC,71
2044,90107,Benjamin Corgnet,Strasbourg,31,fr,6.87,180,"M(CLR),FW",73
2045,329356,Martin Terrier,Strasbourg,21,fr,6.85,184,"AM(L),FW",71
2046,124934,Ernest Seka,Strasbourg,31,fr,6.83,185,D(LR),84
2047,342550,Joia Nuno Da Costa,Strasbourg,27,cv,6.81,182,"AM(R),FW",70
2048,15224,Kader Mangane,Strasbourg,35,sn,6.8,193,"D(C),DMC",90
2049,92792,Jonas Martin,Strasbourg,28,fr,6.74,184,M(CL),77
2050,234405,Pablo Martinez,Strasbourg,29,fr,6.68,182,D(CL),77
2051,101084,Dimitri Foulquier,Strasbourg,25,fr,6.58,183,"D(LR),M(R)",78
2052,12894,Jérémy Blayac,Strasbourg,35,fr,6.53,187,FW,80
2053,34008,Alexandre Oukidja,Strasbourg,29,fr,6.52,185,GK,78
2054,236555,Bingourou Kamara,Strasbourg,21,fr,6.5,193,GK,84
2055,248411,Yoann Salmier,Strasbourg,25,fr,6.48,188,D(C),85
2056,232580,Anthony Gonçalves,Strasbourg,32,fr,6.46,179,AM(C),79
2057,101904,Stéphane Bahoken,Strasbourg,26,fr,6.45,185,FW,78
2058,33630,Bakary Koné,Strasbourg,30,bf,6.45,188,D(C),80
2059,9922,Landry Bonnefoi,Strasbourg,34,fr,6.44,184,GK,72
2060,34116,Jeremy Grimm,Strasbourg,31,fr,6.39,181,DMC,69
2061,82781,Idriss Saadi,Strasbourg,26,fr,6.19,180,FW,85
2062,318485,Ihsan Sacko,Strasbourg,20,fr,6.16,183,AM(L),70
2063,203216,Abdallah Ndour,Strasbourg,24,sn,6.01,186,Defender,70
2064,29580,Vincent Nogueira,Strasbourg,30,fr,6.0,170,M(C),61
2065,344143,Kévin Zohi,Strasbourg,21,,6.0,177,Midfielder,0
2066,260493,Frederic Guilbert,Caen,23,fr,7.13,178,"D(CR),M(R)",70
2067,68277,Ronny Rodelin,Caen,28,fr,7.09,192,"AM(CLR),FW",82
2068,105198,Brice Samba,Caen,24,cg,7.01,186,Goalkeeper,79
2069,342541,Adama Mbengue,Caen,24,sn,6.92,178,D(L),68
2070,121711,Alexander Djiku,Caen,23,fr,6.92,182,D(CR),74
2071,34176,Damien Da Silva,Caen,30,fr,6.85,184,D(C),82
2072,23236,Julien Féret,Caen,36,fr,6.84,187,M(C),76
2073,296230,Youssef Aït Bennasser,Caen,22,ma,6.72,184,DMC,75
2074,71849,Ivan Santini,Caen,29,hr,6.67,190,FW,90
2075,34218,Romain Genevois,Caen,30,ht,6.65,182,D(CR),79
2076,298386,Durel Avounou,Caen,20,cg,6.59,179,M(L),71
2077,2446,Rémy Vercoutre,Caen,38,fr,6.52,185,GK,78
2078,142017,Enzo Crivelli,Caen,23,fr,6.49,184,FW,79
2079,345661,Jessy Deminguet,Caen,20,fr,6.49,178,Midfielder,0
2080,109819,Baissama Sankoh,Caen,26,gn,6.42,180,"D(CR),DMC",73
2081,58571,Herve Bazile,Caen,28,fr,6.41,181,AM(LR),78
2082,29644,Vincent Bessat,Caen,32,fr,6.4,178,"D(L),M(L)",73
2083,108659,Stef Peeters,Caen,26,be,6.38,188,M(C),75
2084,236480,Jordan N'Kololo,Caen,25,cd,6.33,183,AM(R),78
2085,236554,Christian Kouakou,Caen,27,ci,6.33,182,M(R),72
2086,89643,Jonathan Delaplace,Caen,32,fr,6.3,168,DMC,68
2087,344988,Jan Repas,Caen,21,si,6.24,171,AM(L),68
2088,40921,Emmanuel Imorou,Caen,29,bj,6.18,181,D(L),78
2089,351274,Timo Stavitski,Caen,19,fi,6.18,180,Forward,78
2090,101521,Ismael Diomande,Caen,25,ci,6.11,183,"D(C),DMC",82
2091,347639,Yoel Armougom,Caen,20,fr,6.08,0,Defender,0
2092,86512,Kevin Malcuit,Lille,26,fr,7.11,178,"D(R),M(R)",75
2093,303096,Yves Bissouma,Lille,21,ml,6.97,182,M(C),80
2094,114168,Yassine Benzia,Lille,23,dz,6.95,178,"AM(CLR),FW",76
2095,239872,Nicolas Pepe,Lille,23,ci,6.91,183,"AM(R),FW",73
2096,202096,Junior Alonso,Lille,25,py,6.78,184,D(C),82
2097,116212,Edgar Ié,Lille,24,pt,6.76,178,D(CR),68
2098,117776,Thiago Mendes,Lille,26,br,6.73,176,"D(R),M(CR)",78
2099,317743,Luiz Araujo,Lille,22,br,6.71,175,AM(LR),70
2100,78443,Nicolas de Preville,Lille,27,fr,6.69,177,"AM(CLR),FW",77
2101,329620,Lebo Mothiba,Lille,22,za,6.66,181,FW,78
2102,141646,Mike Maignan,Lille,23,fr,6.65,191,GK,89
2103,232261,Anwar El Ghazi,Lille,23,nl,6.64,189,"AM(LR),FW",90
2104,248121,Thiago Maia,Lille,21,br,6.59,179,DMC,76
2105,129827,Fares Bahlouli,Lille,23,fr,6.53,182,Midfielder,82
2106,118885,Ibrahim Amadou,Lille,25,fr,6.53,184,"D(C),DMC",81
2107,11895,Adama Soumaoro,Lille,26,fr,6.5,186,D(CR),93
2108,342569,Imad Faraj,Lille,19,fr,6.45,0,Midfielder,0
2109,345261,Kouadio Dabila,Lille,21,,6.44,183,D(C),0
2110,342570,Rominigue Kouame,Lille,21,,6.34,177,Midfielder,68
2111,328968,Fode Ballo-Toure,Lille,21,fr,6.33,182,D(L),70
2112,345664,Boubakary Soumare,Lille,19,fr,6.33,188,Midfielder,70
2113,322494,Hamza Mendyl,Lille,20,ma,6.31,179,D(L),73
2114,137031,Ezequiel Ponce,Lille,21,ar,6.25,178,FW,78
2115,332870,Kouakou Koffi,Lille,21,bf,6.11,186,Goalkeeper,81
2116,329409,Xeka,Lille,23,pt,6.04,185,M(C),80
2117,29814,Max Gradel,Toulouse,30,ci,7.13,177,"M(LR),FW",70
2118,328075,Ibrahim Sangaré,Toulouse,20,ci,6.99,191,DMC,77
2119,113260,Christopher Jullien,Toulouse,25,fr,6.89,196,D(C),88
2120,81959,Giannelli Imbula,Toulouse,25,fr,6.84,186,M(C),78
2121,300359,Issa Diop,Toulouse,21,fr,6.82,194,D(C),92
2122,108329,Somália,Toulouse,29,br,6.8,180,"D(R),M(CR)",73
2123,23353,Yannick Cahuzac,Toulouse,33,fr,6.75,178,DMC,70
2124,79976,Andy Delort,Toulouse,26,fr,6.71,182,"AM(R),FW",82
2125,121858,Issiaga Sylla,Toulouse,24,gn,6.69,180,"D(LR),M(L)",75
2126,136238,François Moubandje,Toulouse,28,ch,6.68,180,D(CL),74
2127,256220,Alexis Blin,Toulouse,21,fr,6.64,184,DMC,78
2128,83304,Yaya Sanogo,Toulouse,25,fr,6.62,191,FW,74
2129,297210,Kelvin Amian,Toulouse,20,fr,6.62,180,D(CLR),78
2130,42003,Jimmy Durmaz,Toulouse,29,se,6.61,180,AM(CLR),69
2131,109943,Steeve Yago,Toulouse,25,bf,6.59,180,D(CR),77
2132,300590,Alban Lafont,Toulouse,19,fr,6.56,193,GK,82
2133,328074,Clement Michelin,Toulouse,21,fr,6.54,178,D(R),63
2134,280677,Zinedine Machach,Toulouse,22,fr,6.53,185,M(C),77
2135,139586,Firmin Ndombe Mubele,Toulouse,24,cd,6.45,175,"AM(R),FW",74
2136,118351,Corentin Jean,Toulouse,23,fr,6.42,170,"AM(LR),FW",65
2137,236517,Steven Fortes,Toulouse,26,cv,6.41,192,Defender,85
2138,16032,Ola Toivonen,Toulouse,32,se,6.27,189,"AM(C),FW",78
2139,301247,Quentin Boisgard,Toulouse,21,fr,6.24,174,Midfielder,75
2140,231149,Yann Bodiger,Toulouse,23,fr,6.16,188,DMC,80
2141,346024,Driss Khalid,Toulouse,19,fr,6.1,0,Forward,0
2142,36664,Erwin Zelazny,Troyes,26,fr,6.83,186,GK,80
2143,112220,Christophe Herelle,Troyes,25,fr,6.82,188,D(C),75
2144,302695,Charles Traoré,Troyes,26,ml,6.81,180,D(L),74
2145,296342,Saif-Eddine Khaoui,Troyes,23,tn,6.81,180,AM(CR),68
2146,68861,Mamadou Samassa,Troyes,28,ml,6.79,198,GK,85
2147,92988,Mathieu Deplagne,Troyes,26,fr,6.78,183,D(R),78
2148,234356,Karim Azamoum,Troyes,28,fr,6.72,178,M(CR),74
2149,316670,Samuel Grandsir,Troyes,21,fr,6.69,168,AM(LR),64
2150,125326,Remi Walter,Troyes,23,fr,6.59,174,M(CR),73
2151,19341,Stéphane Darbion,Troyes,34,fr,6.59,183,AM(LR),77
2152,116829,Jimmy Giraudon,Troyes,26,fr,6.57,184,D(C),66
2153,125623,Oswaldo Vizcarrondo,Troyes,34,ve,6.57,191,D(C),85
2154,108334,Tristan Dingome,Troyes,27,fr,6.53,174,DMC,71
2155,122696,Adama Niane,Troyes,25,ml,6.5,181,FW,71
2156,83383,Suk Hyun-Jun,Troyes,27,kr,6.49,190,FW,82
2157,17589,Benjamin Nivet,Troyes,41,fr,6.49,178,M(C),75
2158,72668,Jérémy Cordoval,Troyes,28,fr,6.46,167,D(R),67
2159,135520,Bryan Pelé,Troyes,26,fr,6.4,169,AM(LR),65
2160,128349,Francois Bellugou,Troyes,31,fr,6.38,188,"D(C),DMC",74
2161,5774,Chaouki Ben Saada,Troyes,34,tn,6.29,170,M(C),72
2162,239876,Johann Obiang,Troyes,25,ga,6.23,170,D(L),64
2163,299164,Alois Confais,Troyes,21,fr,6.11,174,"D(R),DMC",61
