,aerials_won,age,assists,avg_rating,bad_controls,blocks,clearances,country,crosses,dispossessed,dribbled_past,dribbles,first_eleven,fouled,fouls,goals,height_cm,interceptions,key_passes,long_balls,man_of_the_match,minutes_played,offsides,offsides_won,own_goals,pass_accuracy,passes,player_id,player_name,position,red_cards,shots,substituted_on,tackles,team,through_balls,weight_kg,yellow_cards
3555,3.1,29,0,7.2,0.3,0.3,4.2,br,0.3,0.2,0.6,0.4,29,0.5,0.6,5,190,1.3,0.2,6.6,1,2500,0.0,1.1,1,82.1,57.1,43931,Maicon,D(C),0,1.1,1,1.7,Galatasaray,0.0,74,7
3556,1.2,30,0,7.15,0.8,0.6,2.2,br,0.0,0.7,1.2,0.7,24,1.2,1.4,2,183,1.8,0.7,4.2,1,2106,0.0,0.2,0,88.7,62.8,31958,Fernando,DMC,0,0.3,1,2.5,Galatasaray,0.1,76,10
3557,3.3,27,1,7.11,0.1,0.4,4.6,tr,0.0,0.1,0.5,0.0,26,1.2,1.5,1,183,1.9,0.2,2.5,0,2199,0.0,0.9,1,86.8,50.1,67625,Serdar Aziz,D(C),0,0.5,1,1.7,Galatasaray,0.0,86,8
3558,0.2,27,10,7.1,1.8,0.0,0.1,cv,0.2,1.8,0.7,1.3,29,1.2,1.1,9,170,0.3,1.2,0.2,1,2502,0.3,0.0,0,79.0,24.5,142431,Rodrigues,AM(LR),0,2.2,4,0.8,Galatasaray,0.1,70,4
3559,1.0,28,9,7.06,1.5,0.0,0.6,dz,0.7,1.2,0.7,1.0,24,1.4,1.3,6,177,0.6,1.3,1.6,2,1974,0.2,0.0,0,76.7,31.3,34239,Sofiane Feghouli,M(CR),1,1.8,3,0.9,Galatasaray,0.1,75,4
3560,0.3,26,0,7.02,1.3,0.0,0.6,tr,0.3,0.8,0.5,0.6,13,0.5,1.8,6,185,1.2,0.8,2.7,3,1165,0.0,0.0,0,86.6,38.3,90993,Tolga Cigerci,M(CLR),0,1.9,5,1.6,Galatasaray,0.1,75,2
3561,0.0,36,0,7.0,0.0,0.0,1.0,fr,0.0,0.0,0.0,0.0,1,1.0,0.0,0,187,0.0,0.0,11.0,0,90,0.0,0.0,0,40.0,40.0,10424,Cédric Carrasso,GK,0,0.0,0,0.0,Galatasaray,0.0,87,0
3562,2.4,32,1,6.96,0.3,0.2,1.8,nl,0.1,0.2,0.9,0.7,13,1.0,1.5,0,192,1.2,0.5,2.7,0,1113,0.0,0.2,0,81.4,33.6,28002,Ryan Donk,"D(C),DMC",0,0.4,4,1.7,Galatasaray,0.1,80,3
3563,0.3,32,6,6.95,0.7,0.1,1.7,br,1.2,0.5,0.6,0.7,25,0.6,0.8,2,177,1.3,1.5,2.3,1,2054,0.0,0.2,0,78.3,40.3,40771,Mariano,"D(R),M(R)",0,0.3,1,1.3,Galatasaray,0.0,69,6
3564,0.4,27,3,6.93,1.6,0.2,0.7,sn,0.1,1.7,2.3,1.8,17,2.1,2.5,1,180,0.6,0.9,2.2,0,1477,0.0,0.0,0,87.6,49.3,112698,Badou Ndiaye,M(C),1,1.1,0,2.9,Galatasaray,0.1,74,3
3565,1.3,31,3,6.92,1.4,0.1,2.1,jp,0.6,0.8,0.5,0.7,15,1.1,1.9,0,170,1.1,0.8,1.7,0,1350,0.1,0.4,0,80.5,34.6,37188,Yuto Nagatomo,"D(LR),M(LR)",0,0.3,0,0.9,Galatasaray,0.0,68,2
3566,0.4,26,2,6.79,1.1,0.2,2.0,no,0.4,1.0,0.6,0.9,16,0.9,0.7,0,177,1.2,0.6,0.8,0,1511,0.0,0.5,0,81.4,31.0,83915,Martin Linnes,D(LR),0,0.1,4,1.2,Galatasaray,0.1,72,1
3567,0.7,33,1,6.75,0.5,0.1,0.6,tr,0.7,0.7,1.0,0.5,13,0.9,0.7,0,182,0.4,1.1,2.5,0,1148,0.0,0.0,0,85.8,38.3,30958,Selcuk Inan,M(C),0,1.0,10,1.3,Galatasaray,0.2,74,1
3568,1.6,23,1,6.71,0.3,0.6,3.3,be,0.1,0.0,0.2,0.3,17,0.3,0.7,0,184,1.0,0.0,1.8,0,1639,0.0,0.7,0,89.5,39.9,243511,Jason Denayer,"D(CR),DMC",0,0.2,5,1.0,Galatasaray,0.0,70,1
3569,0.6,32,0,6.67,0.1,0.0,0.7,uy,0.0,0.0,0.1,0.0,33,0.3,0.0,0,190,0.2,0.0,6.9,1,2970,0.0,0.0,0,68.0,29.6,30966,Fernando Muslera,GK,0,0.0,0,0.1,Galatasaray,0.0,74,6
3570,2.2,30,2,6.62,0.5,0.0,0.4,ch,0.0,0.3,0.1,0.2,4,0.5,0.5,3,191,0.0,0.5,0.2,2,570,0.0,0.0,0,65.9,7.3,26176,Eren Derdiyok,FW,0,1.1,15,0.4,Galatasaray,0.0,90,0
3571,0.8,32,1,6.51,0.4,0.0,1.2,ro,1.1,0.7,0.4,0.0,7,0.7,0.7,0,175,0.8,0.9,1.8,0,698,0.0,0.1,0,78.1,34.3,33594,Iasmin Latovlevici,D(L),0,0.7,3,0.9,Galatasaray,0.0,71,1
3572,0.3,31,1,6.45,1.5,0.0,0.3,tr,0.1,0.9,0.5,0.7,6,0.8,0.8,2,179,0.3,0.4,0.2,1,778,0.2,0.0,0,84.3,14.2,25427,Yasin Öztekin,M(LR),0,0.8,15,0.8,Galatasaray,0.0,70,1
3573,0.4,24,1,6.41,0.4,0.0,0.1,tr,0.1,0.2,0.5,0.5,1,0.7,0.6,3,179,0.0,0.6,0.2,1,378,0.1,0.0,0,80.9,7.2,122707,Sinan Gümüs,AM(R),0,0.6,18,0.4,Galatasaray,0.0,70,3
3574,1.3,24,0,6.32,0.3,0.0,2.0,tr,0.0,0.0,0.0,0.0,1,0.0,0.5,0,184,0.5,0.5,1.0,0,97,0.0,0.5,0,88.9,15.8,110522,Ahmet Yilmaz Calik,D(C),0,0.3,3,0.8,Galatasaray,0.0,77,0
3575,0.5,23,0,6.05,0.0,0.0,0.3,de,0.0,0.0,0.0,0.0,1,0.0,0.3,0,184,0.0,0.0,0.0,0,18,0.0,0.0,0,92.9,3.5,116944,Koray Günter,D(C),0,0.0,3,0.0,Galatasaray,0.0,79,1
3576,0.0,18,0,6.0,0.0,0.0,0.0,tr,0.0,0.0,0.0,0.0,0,0.0,1.0,0,185,0.0,0.0,0.0,0,1,0.0,0.0,0,100.0,3.0,356743,Ozan Kabak,Defender,0,0.0,1,0.0,Galatasaray,0.0,0,0
3577,0.1,28,15,7.37,1.5,0.0,0.6,ba,1.5,0.8,0.7,0.9,32,1.0,0.6,9,172,0.8,2.0,1.2,2,2841,0.2,0.0,0,76.8,35.0,85482,Edin Visca,AM(LR),0,3.0,1,0.9,Istanbul Basaksehir,0.0,67,2
3578,0.3,37,9,7.21,0.7,0.3,0.3,tr,1.5,1.1,1.2,1.1,25,1.7,1.2,3,171,1.0,2.2,6.2,2,2033,0.0,0.0,0,86.6,62.4,2842,Emre,M(C),1,1.1,2,2.0,Istanbul Basaksehir,0.1,66,8
3579,2.4,34,3,7.17,2.8,0.0,0.5,tg,0.1,2.5,0.2,1.2,29,1.1,1.3,15,191,0.1,1.2,0.5,7,2486,0.9,0.0,1,85.0,35.1,6363,Emmanuel Adebayor,FW,0,2.0,1,0.4,Istanbul Basaksehir,0.0,82,8
3580,1.1,29,7,7.09,1.2,0.3,2.9,br,0.8,0.7,1.5,1.1,31,0.5,1.5,0,173,1.0,0.8,2.5,2,2753,0.0,0.1,0,85.1,51.3,74909,Júnior Caiçara,"D(R),M(R)",1,0.5,0,2.9,Istanbul Basaksehir,0.0,70,8
3581,2.7,31,0,7.05,0.2,0.8,4.3,md,0.0,0.1,0.3,0.1,31,0.8,1.2,6,189,1.5,0.1,4.3,2,2771,0.0,0.3,1,88.4,69.7,17028,Alexandru Epureanu,"D(C),DMC",1,1.1,0,1.1,Istanbul Basaksehir,0.0,76,7
3582,0.9,32,4,7.02,0.6,0.2,2.3,fr,0.5,0.6,0.7,1.3,31,0.6,0.9,0,176,1.8,0.6,2.3,1,2790,0.1,0.1,0,82.6,60.1,6042,Gaël Clichy,D(L),0,0.2,0,1.8,Istanbul Basaksehir,0.0,65,4
3583,1.7,30,0,7.01,1.1,0.3,1.8,tr,0.0,0.5,1.2,0.4,25,2.0,1.1,1,178,2.0,0.3,4.4,0,2215,0.0,0.1,0,88.5,64.7,35007,Mahmut Tekdemir,DMC,0,0.6,1,2.2,Istanbul Basaksehir,0.0,72,8
3584,0.1,31,4,6.94,1.9,0.1,0.5,nl,0.1,1.5,1.3,1.6,20,0.7,1.7,5,176,0.5,0.8,0.6,1,1665,0.7,0.0,0,82.7,22.6,14044,Eljero Elia,"AM(LR),FW",0,0.9,4,1.6,Istanbul Basaksehir,0.0,77,2
3585,2.0,29,1,6.83,1.0,0.3,1.3,tr,0.3,1.0,1.3,0.7,3,2.0,1.0,0,174,1.7,0.7,2.0,0,258,0.3,0.3,0,79.4,47.0,30141,Alparslan Erdem,D(L),0,0.3,0,2.0,Istanbul Basaksehir,0.0,66,0
3586,1.1,31,1,6.83,0.7,0.0,0.4,tr,0.2,2.0,1.3,1.4,7,1.1,2.0,2,175,0.4,0.9,0.8,1,624,0.3,0.0,0,85.9,32.2,21501,Arda Turan,AM(CLR),1,0.7,4,2.0,Istanbul Basaksehir,0.3,76,1
3587,0.2,35,3,6.82,1.4,0.1,0.1,br,0.1,1.2,1.3,1.3,21,0.7,1.0,4,170,0.7,1.1,2.2,1,1604,0.0,0.0,0,82.7,36.9,19222,Márcio Mossoró,AM(C),1,0.8,4,1.4,Istanbul Basaksehir,0.1,67,2
3588,2.4,32,0,6.72,0.5,0.5,5.2,ma,0.0,0.5,0.5,0.4,11,0.5,1.4,0,190,0.6,0.2,3.3,0,874,0.0,0.6,0,84.8,54.0,19864,Manuel da Costa,D(C),0,0.8,0,1.8,Istanbul Basaksehir,0.0,80,1
3589,0.8,23,1,6.64,0.6,0.2,0.4,tr,0.6,1.1,0.6,0.9,10,1.2,0.9,1,175,0.9,0.4,0.8,1,1172,0.1,0.0,0,83.9,23.4,113645,Irfan Kahveci,M(CL),0,0.6,15,1.0,Istanbul Basaksehir,0.0,71,5
3590,0.8,31,1,6.63,0.2,0.0,1.8,tr,0.4,0.2,0.4,0.0,3,0.6,1.2,0,180,0.8,0.6,1.0,0,277,0.0,0.0,0,76.7,26.6,30275,Ugur Uçar,D(R),0,0.0,2,1.4,Istanbul Basaksehir,0.0,70,0
3591,0.0,24,1,6.62,0.9,0.0,0.4,tr,0.3,1.0,0.4,1.2,8,1.1,0.4,3,172,0.6,0.5,0.2,0,870,0.2,0.0,0,86.6,17.4,106336,Kerim Frei,AM(LR),0,0.8,14,0.7,Istanbul Basaksehir,0.1,67,3
3592,0.5,29,0,6.61,0.0,0.0,0.6,tr,0.0,0.0,0.0,0.1,34,0.4,0.0,0,192,0.0,0.0,5.0,0,3060,0.0,0.0,1,71.2,32.2,31467,Volkan Babacan,GK,0,0.0,0,0.0,Istanbul Basaksehir,0.0,86,1
3593,1.1,34,1,6.61,0.5,0.2,0.8,ch,0.0,0.5,0.7,0.2,11,0.7,0.8,1,183,0.9,0.3,3.6,0,1144,0.0,0.0,0,88.0,41.1,15401,Gökhan Inler,DMC,0,0.6,11,1.2,Istanbul Basaksehir,0.0,79,2
3594,1.0,24,0,6.59,0.6,0.4,3.7,gh,0.0,0.2,0.7,0.4,24,0.7,0.8,3,180,1.1,0.0,3.1,1,2132,0.0,0.4,0,89.0,56.9,145456,Joseph Attamah,"D(C),DMC",0,0.2,1,0.8,Istanbul Basaksehir,0.0,72,4
3595,0.3,24,0,6.52,1.4,0.1,0.2,ba,0.0,0.6,0.0,0.3,3,0.8,0.1,3,189,0.0,0.1,0.1,0,307,0.7,0.0,0,77.9,8.6,292138,Rijad Bajic,"AM(C),FW",0,1.3,6,0.7,Istanbul Basaksehir,0.0,83,0
3596,0.3,28,1,6.49,1.2,0.2,0.7,tr,1.2,0.3,0.2,0.2,2,0.7,1.2,0,176,0.8,1.0,0.8,0,216,0.5,0.2,0,85.7,14.0,31539,Tunay Torun,M(CLR),0,0.2,4,0.8,Istanbul Basaksehir,0.0,75,1
3597,0.2,32,1,6.41,0.9,0.1,0.3,it,0.0,0.8,0.3,0.2,6,0.8,0.1,2,177,0.5,0.3,0.2,0,689,0.3,0.0,0,86.7,14.6,303438,Stefano Napoleoni,AM(CL),0,0.7,12,0.4,Istanbul Basaksehir,0.1,69,0
3598,0.8,31,0,6.4,1.0,0.0,0.1,tr,0.0,0.6,0.1,0.1,3,0.6,0.3,4,181,0.1,0.4,0.1,0,382,0.4,0.0,0,75.8,5.9,19248,Mevlüt Erdinc,FW,0,0.8,13,0.1,Istanbul Basaksehir,0.0,85,0
3599,0.0,33,0,6.29,1.0,0.0,0.0,tr,0.3,1.0,1.0,0.3,1,0.8,0.5,0,178,0.0,0.3,1.3,0,130,0.0,0.0,0,91.1,19.8,35152,Hakan Özmert,M(C),0,0.0,3,1.0,Istanbul Basaksehir,0.0,69,0
3600,1.8,32,0,6.23,2.3,0.0,0.8,tr,0.0,0.8,0.3,0.0,1,0.3,1.3,0,195,0.3,0.3,0.0,0,129,0.0,0.0,0,68.3,10.3,79987,Mehmet Batdal,FW,0,0.8,3,0.8,Istanbul Basaksehir,0.0,85,0
3601,1.0,27,0,6.12,2.0,0.0,0.0,al,0.5,3.0,0.0,0.0,1,0.0,0.0,0,185,0.5,0.0,0.0,0,97,0.0,0.0,0,67.9,14.0,92333,Sokol Cikalleshi,FW,0,0.5,1,1.0,Istanbul Basaksehir,0.0,79,0
3602,0.0,33,0,5.89,1.0,0.0,3.0,cm,0.0,0.0,0.0,0.0,1,0.0,0.0,0,184,0.0,0.0,3.0,0,54,0.0,0.0,0,94.6,37.0,31713,Aurélien Chedjou,"D(C),DMC",0,1.0,0,1.0,Istanbul Basaksehir,0.0,86,0
3603,0.3,34,7,7.51,2.0,0.0,0.2,pt,3.8,1.8,0.6,1.8,23,2.0,0.7,4,175,0.3,3.1,1.1,5,2000,0.3,0.0,0,81.6,26.2,5964,Ricardo Quaresma,AM(LR),1,2.8,3,1.0,Besiktas,0.0,67,3
3604,2.3,23,0,7.45,0.8,0.3,0.0,ca,0.0,1.0,0.5,0.3,2,0.3,1.3,4,188,0.0,0.0,0.3,1,155,0.0,0.0,0,81.0,10.5,273229,Cyle Larin,FW,0,3.3,2,0.8,Besiktas,0.0,86,1
3605,1.1,33,4,7.36,0.7,0.1,1.7,br,0.9,0.6,0.6,1.0,25,0.9,1.2,2,172,1.9,1.2,3.2,2,2140,0.0,0.2,0,87.1,53.9,13471,Adriano,"D(CLR),M(L)",0,0.7,0,2.2,Besiktas,0.1,75,5
3606,1.0,24,7,7.36,2.2,0.0,0.3,br,0.2,0.9,1.3,1.3,31,2.3,1.9,14,191,0.4,1.1,2.6,5,2690,0.1,0.1,0,80.6,32.4,130573,Anderson Talisca,"AM(C),FW",0,4.1,2,1.0,Besiktas,0.2,80,5
3607,1.3,31,6,7.24,1.8,0.1,0.4,nl,0.3,2.1,0.3,1.6,30,1.4,1.3,13,185,0.5,1.5,0.9,4,2686,0.2,0.0,0,83.7,40.7,12158,Ryan Babel,"M(L),FW",1,2.1,2,0.8,Besiktas,0.1,85,5
3608,3.8,35,1,7.11,0.6,0.7,3.9,pt,0.0,0.2,0.6,0.2,23,1.2,1.0,2,188,1.6,0.3,5.6,2,2041,0.1,1.2,0,84.5,58.7,10105,Pepe,D(C),0,0.7,0,1.1,Besiktas,0.0,81,4
3609,0.8,33,3,7.1,0.8,0.3,1.5,tr,0.8,0.7,1.2,1.2,21,0.8,0.8,0,174,1.7,1.2,1.4,1,1932,0.1,0.3,0,80.3,36.7,31468,Gökhan Gönül,D(R),0,0.4,4,2.5,Besiktas,0.0,73,0
3610,2.2,35,2,7.09,1.4,0.1,1.4,ca,0.0,1.0,0.6,0.6,24,2.3,1.2,2,187,1.4,0.8,1.7,1,2104,0.0,0.0,0,92.8,69.6,5331,Atiba Hutchinson,"D(R),DMC",1,1.0,1,2.3,Besiktas,0.0,83,4
3611,2.5,33,1,6.94,0.4,0.2,3.4,rs,0.2,0.3,1.0,0.4,25,0.9,1.1,5,185,1.4,0.5,3.1,2,2174,0.0,0.5,0,83.0,54.4,14766,Dusko Tosic,D(CL),3,0.5,0,1.6,Besiktas,0.0,80,7
3612,1.6,27,1,6.92,2.8,0.0,0.6,tr,0.1,0.9,0.6,0.4,12,0.8,1.6,8,183,0.3,0.8,0.4,1,1153,0.8,0.0,0,78.2,18.6,77438,Cenk Tosun,FW,0,3.2,4,0.7,Besiktas,0.1,78,2
3613,1.0,29,7,6.89,0.9,0.1,1.1,tr,1.8,0.8,1.1,0.7,15,0.7,1.4,0,181,1.4,1.5,2.2,0,1399,0.2,0.1,0,73.0,33.5,32010,Caner Erkin,"D(L),M(L)",0,0.6,6,1.0,Besiktas,0.0,72,7
3614,0.5,30,0,6.88,0.0,0.0,0.6,es,0.0,0.0,0.1,0.1,34,0.5,0.0,0,185,0.1,0.0,5.7,1,3060,0.0,0.0,0,72.3,23.9,23474,Fabri,GK,0,0.0,0,0.0,Besiktas,0.0,67,0
3615,2.5,24,0,6.88,0.0,0.5,3.5,hr,0.0,1.0,0.0,0.5,1,0.5,0.5,0,187,0.0,0.0,4.5,0,109,0.0,0.5,0,90.4,41.5,243578,Matej Mitrovic,D(C),0,0.5,1,1.0,Besiktas,0.0,85,1
3616,1.3,27,1,6.87,0.2,0.2,1.5,tr,0.2,0.4,0.5,0.8,6,0.5,0.9,0,180,1.3,0.4,0.9,0,631,0.0,0.0,0,83.6,28.6,67069,Necip Uysal,"D(CR),DMC",0,0.2,7,2.3,Besiktas,0.0,72,2
3617,1.3,30,1,6.87,0.8,0.2,2.3,cl,0.0,0.1,1.0,0.2,22,0.9,1.1,1,171,1.1,0.4,4.2,0,1997,0.0,0.5,0,92.6,62.0,29390,Gary Medel,"D(C),DMC",0,0.4,3,2.0,Besiktas,0.1,71,9
3618,0.4,27,3,6.86,1.1,0.0,0.3,de,0.1,0.7,1.5,1.6,20,1.7,1.5,0,180,0.8,0.8,3.6,1,1725,0.1,0.1,0,90.2,48.8,77443,Tolgay Arslan,M(C),0,0.6,9,2.0,Besiktas,0.1,77,4
3619,1.6,32,6,6.81,1.0,0.0,0.5,es,0.0,0.4,0.4,0.4,17,0.5,0.7,7,186,0.1,1.1,0.5,0,1419,0.3,0.0,1,65.5,11.7,23757,Álvaro Negredo,FW,0,1.5,14,0.4,Besiktas,0.1,86,3
3620,2.6,29,0,6.76,0.3,0.6,1.8,hr,0.0,0.2,0.2,0.0,7,0.2,0.7,1,184,1.3,0.2,1.6,0,751,0.0,0.9,0,87.3,34.0,29239,Domagoj Vida,D(CR),0,0.3,6,1.0,Besiktas,0.0,76,4
3621,0.1,25,4,6.61,1.1,0.1,0.1,tr,0.4,0.7,1.0,0.5,17,0.5,0.9,0,180,0.6,1.8,2.1,0,1500,0.0,0.0,0,85.4,48.3,107077,Oguzhan Ozyakup,M(C),1,0.8,7,1.3,Besiktas,0.2,75,4
3622,0.6,29,1,6.54,0.4,0.1,0.3,tr,0.0,0.5,0.3,0.4,0,0.3,0.4,1,182,0.3,0.3,0.4,0,124,0.0,0.0,0,85.0,10.0,34022,Mustafa Pektemek,FW,0,0.3,8,1.0,Besiktas,0.1,78,1
3623,0.7,31,0,6.45,0.7,0.0,1.0,de,0.3,0.3,0.3,0.0,2,1.3,2.3,0,180,1.3,0.0,1.0,0,191,0.0,0.0,0,88.6,26.3,19701,Andreas Beck,"D(LR),M(R)",0,0.3,1,1.0,Besiktas,0.0,79,2
3624,1.0,34,0,6.45,2.4,0.0,0.0,br,0.0,1.1,0.3,0.5,4,1.1,1.0,3,172,0.2,0.2,0.2,0,391,0.3,0.0,0,67.9,8.4,10116,Vágner Love,FW,0,2.2,6,0.3,Besiktas,0.1,72,2
3625,0.5,30,0,6.41,1.4,0.0,0.3,nl,0.5,0.4,0.7,0.7,13,0.6,1.3,1,178,0.4,0.7,0.4,0,1087,0.3,0.0,0,67.6,13.5,27512,Jeremain Lens,"AM(LR),FW",0,0.9,11,1.2,Besiktas,0.0,80,1
3626,0.3,20,0,6.21,0.0,0.0,1.0,tr,0.3,0.0,0.0,0.0,0,0.0,0.0,0,189,0.0,0.3,0.3,0,35,0.0,0.3,0,81.3,5.3,301693,Fatih Aksoy,Defender,0,0.0,3,0.3,Besiktas,0.0,85,0
3627,0.0,26,0,6.13,0.0,0.0,0.0,tr,0.0,0.0,0.0,0.0,0,0.0,0.0,0,176,0.0,0.0,0.0,0,8,0.0,0.0,0,100.0,9.0,71015,Gökhan Töre,M(R),0,0.0,1,0.0,Besiktas,0.0,74,0
3628,0.6,23,6,7.53,2.8,0.1,0.7,eg,0.5,1.8,1.6,3.1,31,1.7,1.3,13,179,1.8,1.3,0.6,8,2652,0.6,0.0,0,76.7,28.8,313545,Trézéguet,AM(L),1,2.1,0,1.6,Kasimpasa,0.0,71,4
3629,2.4,27,1,7.15,2.0,0.3,0.6,fr,0.3,2.1,0.4,2.9,4,2.0,0.9,1,186,0.3,0.7,0.6,0,439,0.1,0.0,0,83.9,27.6,70277,Bangaly-Fodé Koita,"AM(LR),FW",0,2.0,3,0.3,Kasimpasa,0.0,86,1
3630,2.9,26,2,7.12,2.6,0.1,0.6,sn,0.1,1.4,0.1,0.6,15,1.9,2.0,12,191,0.0,0.7,0.4,2,1249,0.6,0.0,0,61.1,13.0,142072,Mbaye Diagne,FW,0,2.4,2,0.2,Kasimpasa,0.0,79,4
3631,0.9,23,5,7.09,2.1,0.0,0.2,gh,1.2,1.8,1.2,2.3,25,2.2,2.0,5,180,0.4,1.6,2.4,1,2084,0.1,0.0,0,83.3,32.6,296096,Bernard Mensah,M(C),1,1.8,5,1.7,Kasimpasa,0.1,73,5
3632,2.2,24,0,7.02,0.4,1.0,7.3,ng,0.0,0.2,0.8,0.6,26,0.5,0.4,1,185,1.4,0.1,5.3,0,2407,0.0,0.6,0,81.2,40.1,104432,Kenneth Omeruo,D(C),0,0.5,2,1.7,Kasimpasa,0.0,81,4
3633,1.9,27,3,7.01,0.8,0.4,2.2,cz,0.1,0.5,1.3,0.8,32,1.2,2.0,0,185,2.2,0.7,2.2,1,2785,0.0,0.0,0,85.8,49.9,97913,David Pavelka,M(C),0,0.9,0,2.5,Kasimpasa,0.1,74,11
3634,2.0,29,0,6.99,0.6,0.4,5.6,tr,0.0,0.6,1.1,0.9,27,1.9,0.8,3,185,1.8,0.3,2.7,2,2401,0.0,0.5,0,82.0,34.8,77503,Veysel Sari,"D(CLR),DMC",1,0.9,2,1.9,Kasimpasa,0.0,78,5
3635,0.6,33,2,6.95,0.9,0.2,3.1,fr,0.4,0.8,1.8,1.3,28,0.6,0.8,0,176,1.7,0.8,1.4,1,2533,0.0,0.1,0,78.4,36.6,13379,Olivier Veigneau,D(L),0,0.3,1,3.1,Kasimpasa,0.0,70,3
3636,0.9,27,6,6.86,0.8,0.2,3.5,bg,1.3,0.6,0.6,0.4,32,0.4,0.7,1,185,1.4,1.0,1.8,0,2880,0.0,0.3,0,76.9,42.6,51778,Strahil Popov,D(R),0,0.3,0,1.5,Kasimpasa,0.0,75,4
3637,0.5,30,0,6.82,0.1,0.0,1.4,tr,0.0,0.0,0.1,0.0,30,0.2,0.0,0,193,0.1,0.0,7.1,1,2700,0.0,0.0,0,56.0,23.7,67642,Ramazan Kose,GK,0,0.0,0,0.0,Kasimpasa,0.0,89,2
3638,1.8,26,2,6.78,1.2,0.6,2.2,se,0.1,0.6,1.5,0.4,30,0.7,2.1,0,185,2.0,0.6,2.1,0,2676,0.0,0.0,0,85.2,46.6,99976,Loret Sadiku,"D(C),DMC",0,0.2,0,2.1,Kasimpasa,0.0,67,9
3639,2.0,29,0,6.75,0.3,0.7,5.5,tn,0.0,0.2,0.7,0.5,24,0.3,0.8,1,189,1.4,0.2,3.3,1,2146,0.1,0.5,0,84.6,38.5,109921,Syam Ben Youssef,D(C),0,0.3,2,1.2,Kasimpasa,0.0,89,7
3640,1.7,30,0,6.71,1.3,0.0,1.3,tr,0.0,1.3,0.3,1.0,3,3.7,1.3,0,177,0.0,1.7,1.3,0,228,1.0,0.0,0,83.3,18.0,77827,Adem Büyük,"AM(CLR),FW",0,1.7,0,0.3,Kasimpasa,0.0,78,1
3641,0.5,24,2,6.7,1.9,0.1,0.4,ng,0.2,2.0,0.6,0.7,17,0.8,0.9,7,176,0.7,0.6,0.3,3,1594,0.3,0.0,0,76.8,20.3,326422,Samuel Eduok,AM(LR),0,1.7,13,1.3,Kasimpasa,0.0,0,6
3642,0.3,25,5,6.67,0.7,0.1,0.4,tr,0.3,0.7,0.3,0.5,6,0.4,0.7,1,172,0.5,0.7,0.6,1,603,0.3,0.0,0,77.3,15.9,90475,Ilhan Depe,AM(LR),0,0.9,9,1.0,Kasimpasa,0.1,0,2
3643,0.0,32,4,6.64,0.7,0.0,0.2,de,1.3,0.5,0.9,0.2,12,0.5,0.8,3,181,0.4,1.5,1.3,0,1002,0.0,0.0,0,78.7,25.2,343344,Markus Neumayr,AM(C),0,0.7,10,1.0,Kasimpasa,0.0,75,3
3644,0.5,29,0,6.45,0.0,0.0,0.5,tr,0.0,0.0,0.3,0.0,4,0.0,0.0,0,188,0.0,0.0,6.3,0,360,0.0,0.0,0,58.9,22.5,58208,Eray Birnican,GK,0,0.0,0,0.0,Kasimpasa,0.0,89,1
3645,0.2,21,1,6.4,0.6,0.1,0.6,tr,0.2,0.3,0.8,0.3,4,0.3,0.5,1,181,0.2,0.4,0.5,0,483,0.0,0.0,0,87.9,20.4,329387,Ahmed Ildiz,Midfielder,0,0.8,9,0.8,Kasimpasa,0.0,0,0
3646,0.9,27,0,6.35,0.4,0.0,0.3,co,0.0,0.3,0.3,0.0,4,0.8,1.3,3,186,0.3,0.3,0.1,0,424,0.4,0.0,0,61.6,7.2,124577,Michael Rangel,Forward,0,0.9,8,0.3,Kasimpasa,0.0,77,4
3647,0.3,22,0,6.3,1.2,0.0,0.2,ve,0.0,0.8,0.2,0.4,17,1.0,0.4,4,170,0.1,0.5,0.1,0,1470,0.2,0.0,0,82.8,16.7,283364,Jhon Murillo,"AM(LR),FW",1,0.7,7,0.6,Kasimpasa,0.0,65,0
3648,0.9,27,0,6.21,1.3,0.1,0.1,cm,0.0,1.3,0.2,0.4,3,0.7,1.2,1,185,0.1,0.4,0.0,0,320,0.5,0.0,0,70.7,7.5,83587,Franck Etoundi,FW,0,1.0,8,0.1,Kasimpasa,0.1,82,2
3649,0.2,20,0,6.05,0.4,0.0,0.1,tr,0.2,0.5,0.1,0.1,0,0.5,0.2,0,0,0.1,0.1,0.3,0,96,0.2,0.0,0,66.7,3.0,331056,Hasan Bilal,Midfielder,0,0.1,11,0.4,Kasimpasa,0.0,0,0
3650,0.0,31,0,6.03,0.0,0.0,0.5,tr,0.0,0.0,0.5,0.0,0,0.0,0.5,0,181,0.0,0.0,0.0,0,11,0.0,0.0,0,66.7,3.0,43619,Abdullah Durak,DMC,0,0.5,2,0.5,Kasimpasa,0.0,80,1
3651,0.6,25,6,6.93,3.0,0.0,0.2,nl,1.6,2.5,0.9,2.0,31,2.3,1.5,5,177,0.5,1.7,2.1,1,2682,0.1,0.0,0,80.8,36.6,115681,Deniz Türüç,AM(CLR),0,1.6,0,0.9,Kayserispor,0.0,72,8
3652,1.5,28,4,6.87,1.2,0.2,0.8,sn,0.2,0.7,1.0,0.5,29,1.0,1.0,3,180,1.0,1.0,5.4,2,2585,0.0,0.0,0,87.7,61.3,111183,Stéphane Badji,DMC,1,0.5,2,2.6,Kayserispor,0.0,75,4
